answer_leak_in_question,constants_mentioned_in_question,explicit_op_word_count,generation_cell,mean_gold_offered_position,n_offered,program_hash,question_skeleton,sample_id,tool_combo
0,1,2,G_6pcall_branch_aggregate_tool_catalog_00,6.571428571428571,16,4e847da8eeee,a delivery service reviews yesterday's log. step #: round # down to a whole number. step #: multiply that result by #. step #: round # to the nearest whole number. step #: take the square root of that,ttdf_bf3e79d23b48,round_down_whole|pairwise_product|whole_number_of|root_extract|midpoint_value|portion_by_rate|total_of_three_parts
0,0,1,G_5call_fan_in_long_horizon_00,4.0,11,f867722fc3af,i need the final value after the following steps: square #; find the remainder of # divided by that result; square that result; convert # kilometers to meters; subtract that result from the result of ,ttdf_4712e1a2c4fb,self_product|leftover_after_grouping|self_product|meters_from_km|reduce_amount
0,1,0,A_2call_linear_continuation_00,5.5,9,bf8f0d822339,"first, reduce # by # percent, then round the resulting value to the nearest whole number.",ttdf_e493f3f67ad3,decrease_by_percent|nearest_integer
0,1,0,G_2call_linear_continuation_04,4.5,11,22e82b00d0c4,a hiking club recorded these values. step #: take the reciprocal of #. step #: subtract that result from #. what is the final result?,ttdf_6d5d2df8e87e,reciprocal_value|remaining_after
0,1,1,G_3call_fan_in_tool_catalog_01,6.666666666666667,13,a1221d75bad6,determine the outcome of this procedure: round # to # decimal places; average # and #; compute the ratio of the result of step # to that result.,ttdf_646939de45a4,trim_precision|midpoint_value|proportion_between
0,1,1,A_5call_fan_in_long_horizon_00,6.4,11,6186e58c9881,determine the outcome of this procedure: decrease # by # percent; round that result to the nearest whole number; average # and #; find the absolute difference between the result of step # and that res,ttdf_27aa1ab40158,decrease_by_percent|nearest_integer|average_of_two|absolute_difference|build_tag
0,1,2,A_6pcall_fan_in_tool_catalog_02,4.571428571428571,9,11756298bce5,"first, change # minutes to seconds, then multiply the result by #, then find the absolute difference between # and #, then raise # by that result percent, then find the square root of this, then multi",ttdf_938c1776280b,minutes_to_seconds|multiply|absolute_difference|increase_by_percent|sqrt|multiply|ratio_of
0,1,3,G_4call_linear_variable_pla_00,3.75,9,34461a24ca00,"to start, convert # seconds into whole minutes. then, find the average of that result and #. then, add # to the average from the previous step. lastly, increase that result by # percent.",ttdf_343396db1300,whole_minutes_from_seconds|midpoint_value|total_of_pair|grow_by_rate
0,0,0,G_2call_linear_continuation_00,5.5,9,adb1de1e7d4e,"first, determine the range spread of [#, #, #, #, #, #]. then, take the square root of that result.",ttdf_3d41f12fc382,series_spread|root_extract
0,1,0,A_6pcall_linear_long_horizon_00,3.3333333333333335,9,6fb4d9194281,"first, add # and #, then add # to that result. after that, negate that result. next, decrease # by that result percent. then, take that result and increase it by # percent. finally, round the result o",ttdf_4f9a6db16101,add|add|negate|decrease_by_percent|increase_by_percent|nearest_integer
0,1,1,G_2call_linear_continuation_01,10.0,12,42ddcacd7ada,"a shop reviews its figures. step #: average the list [#, #, #]. step #: compute how many whole times that result fits into #.",ttdf_2c958b881eb6,central_value|full_groups_of
0,1,1,G_3call_linear_variable_pla_00,3.6666666666666665,8,fb3c801cb611,"to begin, average # and #. then, calculate # percent of that result. lastly, round the result of the previous operation to the nearest whole number.",ttdf_13647563f2d7,midpoint_value|portion_by_rate|whole_number_of
0,1,0,A_4call_fan_in_variable_pla_00,5.0,10,7243882515a9,"round # down to a whole number, and then find the absolute difference between # and #, and then compute the ratio of the result of step # to that result, concluding by append that result to the list [",ttdf_15feadc31a80,floor|absolute_difference|ratio_of|append_to_values
0,1,2,G_6pcall_linear_long_horizon_00,4.714285714285714,10,4c295c8b473f,"to start, calculate the average of #, #, #; then round that result to # decimal place. then, subtract that result as a percentage from #. take the negative of that result, and then divide # by that re",ttdf_71260bf92acb,central_value|trim_precision|shrink_by_rate|flip_sign|split_evenly|portion_by_rate|full_groups_of
0,1,0,A_6pcall_fan_in_tool_catalog_02,4.0,8,5deb6ea70b04,"first, transform # degrees celsius to fahrenheit. then, calculate the absolute difference between # and #, and take the absolute difference between that result and #. next, find the ratio of that resu",ttdf_4a60967acf1e,celsius_to_fahrenheit|absolute_difference|absolute_difference|ratio_of|floor|difference_of_numbers
0,1,0,A_4call_fan_in_variable_pla_00,5.75,10,f05fc1af5ecb,"first, find how many whole minutes fit into # seconds. then round # to # decimal places. then find the absolute difference between the result of step # and that result. finally, append that result to ",ttdf_11f761e72840,seconds_to_full_minutes|round_to_decimals|absolute_difference|append_to_values
0,1,2,G_6pcall_fan_in_long_horizon_00,4.0,10,deb666653633,please convert # degrees fahrenheit to celsius. then round that result to # decimal places. then convert that result from degrees celsius into fahrenheit. then negate #. then subtract that result from,ttdf_0567be690a63,celsius_from_fahrenheit|trim_precision|fahrenheit_from_celsius|flip_sign|remaining_after|inside_limits
0,1,0,A_4call_fan_in_variable_pla_00,4.0,10,e825e5e7fff3,"find how many whole #s fit into #, and then subtract that result from #, next find # modulo #, and then calculate the result of step # percent of that to get your answer.",ttdf_954e0f107ebf,whole_quotient|difference_of_numbers|modulo_of|percentage_value
0,1,0,G_2call_linear_continuation_04,7.5,12,8656842d50e5,a delivery service reviews yesterday's log. step #: round # up to a whole number. step #: decrease that result by # percent.,ttdf_98bda79ab0d1,round_up_whole|shrink_by_rate
0,0,0,A_2call_linear_tool_catalog_05,10.0,14,b6ef97b19050,"calculate the range of the list [#, #, #, #], and then find the reciprocal of that value.",ttdf_897a8ebc1b51,range_of_values|inverse
0,1,2,A_6pcall_fan_in_tool_catalog_02,5.0,9,db0371fd0c45,"first, round # to the nearest whole number and do the same for #, but round it down. multiply that result by # and take the square root of that result. then, average # and that result. lastly, compute",ttdf_5832b7b98c41,nearest_integer|floor|product_of_numbers|sqrt|average_of_two|percentage_value
0,1,0,G_2call_linear_continuation_01,6.0,11,92ba47dd42cb,"first, find the count of [#, #, #, #, #, #], then add # to that result.",ttdf_2e28c94981d9,series_length|combine_amounts
0,1,0,G_2call_linear_continuation_04,5.0,10,8f047fea24cb,a school tracks these figures for its yearbook. step #: square #. step #: negate that result.,ttdf_1a7d4c7d2e73,self_product|flip_sign
0,1,5,G_5call_fan_in_long_horizon_00,2.4,11,e5b27ca14f6a,i need the final value after the following steps: convert # kilometers to meters; average # and that result; divide # by #; multiply that result by #; divide the result of step # by that result.,ttdf_831d193c517d,meters_from_km|midpoint_value|per_unit_value|pairwise_product|per_unit_value
0,1,1,A_4call_fan_in_variable_pla_00,5.25,10,6128419d46dc,"what do i get if i compute how many whole times # fits into #; square #; divide the result of step # by that result; append that result to the list [#, #, #, #, #]? report only the final value.",ttdf_004ceee60ac5,whole_quotient|square_value|divide|append_to_values
0,1,0,A_6pcall_fan_in_tool_catalog_02,4.5,8,1ac189bef7da,"ultimately i want to find the absolute difference between the result of step # and the value those steps produce. before that, compute the ratio of # to #, then find the remainder of # divided by #, t",ttdf_0575273c973e,ratio_of|reminder|reminder|absolute_difference|increase_by_percent|absolute_difference
0,1,0,A_5call_branch_aggregate_tool_catalog_00,5.0,17,f5e19a1c9bec,a lab notebook lists these measurements. step #: take the reciprocal of #. step #: negate that result. step #: increase # by # percent. step #: round # to # decimal places. step #: add up the result o,ttdf_2245fbf80cf8,inverse|negate|increase_by_percent|round_to_decimals|sum_of_three
0,1,0,A_3call_linear_variable_pla_00,5.333333333333333,9,1257f683f988,"an engineer checks a report. step #: find the absolute difference between # and #. step #: increase # by that result percent. step #: scale every item of [#, #, #] by that result.",ttdf_1cc8cb9986f0,absolute_difference|increase_by_percent|scale_values
0,1,3,A_6pcall_linear_long_horizon_00,4.333333333333333,9,52b553f9ea17,"take # and divide it by #, then add # to that result, then negate that result. divide # by that result, then find the absolute difference between that result and #. finally, multiply each item in the ",ttdf_2c0fb7585a5f,divide|add|negate|divide|absolute_difference|scale_values
0,1,0,A_5call_branch_aggregate_tool_catalog_00,8.6,17,2b89176d0893,"first, round # up to the nearest whole number. then, add that result to #. next, find the absolute difference between # and #. then, find the remainder of # when # is divided, calculate the remainder.",ttdf_f08af46ff06c,ceiling|add|absolute_difference|reminder|range_of_three
0,1,2,A_4call_fan_in_variable_pla_00,7.0,11,bb77166b8626,"convert # meters to kilometers, followed by convert # hours to minutes, followed by compute the ratio of the result of step # to that result, and lastly append that result to the list [#, #, #].",ttdf_0a4579a55e3e,meters_to_km|hours_to_minutes|ratio_of|append_to_values
0,0,0,G_2call_linear_tool_catalog_02,1.5,13,88e76a2b9114,"first, add up the numbers in this list: #, #, #, #, #. then, take the result of that addition and square it.",ttdf_109a9a2eb248,aggregate_total|self_product
0,1,1,A_2call_linear_tool_catalog_05,5.0,15,755b052c205a,"first, find the square root of #, then average # and that value. report only the final value.",ttdf_ca1d484c9c96,sqrt|average_of_two
0,1,0,A_2call_linear_continuation_01,2.5,12,434d068e1c1e,"start by figuring out how many whole times # goes into #. after that, check if the previous value is divisible by #.",ttdf_272ce16153d2,floor_divide|is_divisible_by
0,1,0,G_2call_linear_continuation_01,6.5,10,0fec2957f9b9,"to find the final value, begin by calculating # percent of #, then, square the result of the first operation.",ttdf_3b4ca8df8340,portion_by_rate|self_product
0,1,1,A_3call_linear_variable_pla_00,3.0,8,dc7598f32fad,"a shop reviews its figures. step #: round # down to a whole number. step #: average that result and #. step #: scale every item of [#, #, #] by that result.",ttdf_4df65eb35420,floor|average_of_two|scale_values
0,1,0,A_5call_fan_in_long_horizon_00,5.2,10,71569e1d7532,"first, find the square of #. next, determine how many whole times # fits into that result. then, add # and #. find the absolute difference between the result of the previous step, and the result of st",ttdf_fd9f15c86e82,square_value|whole_quotient|sum_two_numbers|absolute_difference|label_with_unit
0,1,2,A_6pcall_fan_in_long_horizon_00,6.166666666666667,12,71e314e50de3,"first, take the value # meters and convert it to kilometers. next, find the ratio of that result to #. separately, subtract # from # and square the result. after that, subtract # from that squared val",ttdf_5c9bfe7c5eeb,meters_to_km|ratio_of|difference_of_numbers|square_value|difference_of_numbers|divide
0,1,0,A_2call_linear_continuation_01,6.5,12,fb09ae599ee1,a shop reviews its figures. step #: compute # percent of #. step #: check whether that result lies between # and #.,ttdf_4fb15030a374,percent_of|is_within_range
0,1,1,A_6pcall_fan_in_tool_catalog_01,9.857142857142858,16,c399decc4327,"begin by adding # and #. then, find out how many whole times # fits into that result. following that, reduce # by # percent. after, find the ratio of that result to #. now, average # and that result. ",ttdf_8db5901e0f81,sum_two_numbers|whole_quotient|decrease_by_percent|ratio_of|average_of_two|increase_by_percent|percent_of
0,1,0,A_4call_fan_in_variable_pla_00,7.5,11,62fe6a450eb1,"first, # is subtracted from #, then how many whole times # fits into # is calculated, then the ratio of that result to # is found. finally, the result of step # percent of that value is reported.",ttdf_4ba278446d22,difference_of_numbers|floor_divide|ratio_of|percent_of
0,1,1,G_2call_linear_continuation_03,1.0,8,3c6187abdd5f,"a hiking club recorded these values. step #: sum the list [#, #, #, #, #, #]. step #: compute the ratio of # to that result.",ttdf_1383b56ac315,aggregate_total|proportion_between
0,1,2,G_6pcall_linear_long_horizon_00,4.0,9,08575c4557b8,"to begin, count the items of [#, #, #]. next, multiply # by that result. next, find the remainder of # divided by that result. next, take the reciprocal of that result. next, take the reciprocal of th",ttdf_450ce5ca6048,series_length|pairwise_product|leftover_after_grouping|reciprocal_value|reciprocal_value|pairwise_product|root_extract|combine_amounts
